Nome: CIPO
Codigo Estacao: 83192
Latitude: -11.10138888
Longitude: -38.52416666
Altitude: 143.53
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2004-11-30;219,1;null;null;232,9;57,4;996,126667;34,193333;26,781333;21,836667;65,033333;9,1;4,058889;null;
2004-12-31;260,9;null;null;286,5;0;995,447312;35,419355;27,565806;22,067742;59,483871;8,5;3,67344;null;
2005-01-31;253,3;null;null;238,9;11,8;994,751613;35,732258;28,140645;23,019355;60,217742;8,1;3,417204;null;
2005-02-28;189,7;null;null;197,2;59,6;995;33,625;27,424286;23,453571;68,660714;6,6;3,245238;null;
2005-03-31;191,1;null;null;232,5;66,6;995,584946;34,587097;27,908387;23,574194;67,741935;6,5;2,88172;null;
2005-04-30;123,6;null;null;180,5;79;996,977778;31,463333;26,062667;22,466667;79,175;8,1;2,550562;null;
2005-05-31;130;null;null;185,3;103;998,001075;30,145161;24,90129;21,470968;81,774194;7,5;2,938043;null;
2005-06-30;108,5;null;null;160,3;64,2;999,574444;28,85;23,441333;19,316667;84,825;7;2,938889;null;
2005-07-31;105,3;null;null;169,3;53,9;1001,613978;27,735484;22,445161;18,870968;82,024194;9,9;3,42043;null;
2005-08-31;132,3;null;null;189,3;29,7;1001,204301;29,206452;22,765161;18,232258;79,387097;8,3;3,354839;null;
2005-09-30;190,2;null;null;216;2;999,641111;32,026667;24,661333;19,626667;69,375;9,4;3,553333;null;
2005-10-31;256,5;null;null;292,1;,3;997,689247;34,33871;26,24129;20,545161;63,032258;9,2;4,017582;null;
2005-11-30;263,1;null;null;241,9;6,6;995,588889;35,07;27,208966;22,18;60;7,8;3,763369;null;
2005-12-31;247,2;null;null;238,3;43,1;994,874194;34,367742;27;22,135484;61,290323;8,4;3,642862;null;
2006-01-31;281,3;null;null;283;2,5;995,854839;34,748387;27,243871;21,635484;58,830645;9,5;4,055914;null;
2006-02-28;262,3;null;null;261,2;1,5;994,714286;36,782143;28,634286;23,042857;56,3125;7,3;3,271084;null;
2006-03-31;224,9;null;null;217,3;56,5;995,216129;35,454839;28,274194;23,670968;60,814516;7,5;3,073118;null;
2006-04-30;156,7;null;null;203,8;98,7;995,504444;32,896667;26,981333;23,09;71,141667;8;3,01;null;
2006-05-31;140,8;109,376452;56,1;144,9;56,1;998,474194;30,132258;24,897419;20,93871;77,693548;6,7;2,809722;null;
2006-06-30;101,2;79,724519;79,724519;97,8;119,7;1000,626667;27,743333;22,913333;19,51;84,233333;9,2;3,365556;null;
2006-07-31;94,7;73,750978;73,750978;148,3;44,7;1001,692473;27;22,109677;18,570968;83,822581;8,2;2,947312;null;
2006-08-31;120,8;78,534191;46,924503;189,1;37,8;1000,92043;28,63871;22,418065;17,851613;79,925;7,3;2,756989;null;
2006-09-30;150;94,944243;74;206,3;74;999,95;30,6;23,858;18,746667;70,808333;9;3,197778;null;
2006-10-31;182;122,707677;53,8;215,1;53,8;997,436559;31,754839;25,358065;21,035484;69,362903;8;3,213978;null;
2006-11-30;169,7;137,590487;54,2;234,3;54,2;995,788889;33,093333;26,212667;21,233333;66,033333;8,1;2,774444;null;
2006-12-31;256,8;167,94938;1,4;272,7;1,4;996,377419;35,519355;27,549677;21,729032;57,330645;7,9;3,46129;null;
2007-01-31;255,9;177,170876;16,4;274,9;8,4;996,047312;35,677419;28,054194;22,654839;59,330645;8,1;3,511529;null;
2007-02-28;164,6;141,414038;110,2;194,8;113,9;996,044048;34,332143;27,390714;22,639286;67,875;6,6;2,642857;null;
2007-03-31;146,3;130,582706;59,5;210,1;59,6;996,840659;31,664516;25,879355;21,558065;74,524194;7;2,974194;null;
